,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,Value,stats_id,player_id
655,Grégoire Defrel,MTQ,3.0,Sassuolo,Serie A,30.0,38.0,11.0,1362.0,0.13,1.79,0.66,37.0,0.07,13.1,0.0,0.0,0.0,22.6,85.5,90.0,84.2,68.2,0.13,0.86,0.0,26.4,0.2,6.09,0.2,0.0,0.26,21.7,3.25,0.73,3.18,0.13,0.4,0.66,0.26,0.26,33.3,19.0,0.79,0.13,0.0,0.4,1.72,0.79,4.11,18.1,19.2,0.93,1.99,46.7,27.6,151.0,71.4,2.05,27.5,65.5,0.2,0.0,0.0,1.06,1.39,0.2,0.0,0.0,0.0,1.13,2.78,28.8,,200000000.0,656,656
656,Alessandro Deiola,ITA,2.0,Cagliari,Serie A,26.0,33.0,28.0,2129.0,0.17,1.1,0.46,42.3,0.15,18.9,0.0,0.0,0.0,25.3,77.8,81.8,80.0,74.6,0.04,0.55,0.08,32.5,0.46,6.37,1.14,0.46,0.04,2.36,25.6,0.76,1.31,0.17,0.63,1.14,0.04,0.51,24.0,17.6,1.73,0.42,0.0,1.56,3.38,3.21,12.6,22.1,9.28,0.3,0.46,63.6,23.7,102.0,38.4,0.89,24.3,84.6,0.21,0.0,0.0,2.07,1.14,0.04,0.46,0.0,0.0,2.03,1.65,55.2,,0.0,657,657
657,Romain Del Castillo,FRA,2.0,Brest,Ligue 1,26.0,19.0,13.0,975.0,0.0,1.11,0.28,25.0,0.0,21.0,0.0,0.0,0.0,30.0,74.1,83.3,78.9,44.3,0.56,1.02,0.28,40.5,1.3,5.83,1.02,2.78,1.11,33.1,5.74,1.94,2.69,0.74,0.37,1.57,0.46,1.02,37.9,23.5,1.39,0.0,0.0,1.2,3.61,0.28,6.39,29.9,24.5,2.31,4.07,56.8,42.6,195.6,101.0,3.52,38.2,80.0,0.09,0.09,0.0,1.48,2.13,0.0,2.78,0.0,0.0,0.46,1.02,31.3,FW,300000000.0,658,658
658,Romain Del Castillo,FRA,2.0,Rennes,Ligue 1,26.0,3.0,0.0,28.0,0.0,3.33,0.0,0.0,0.0,20.0,3.33,0.0,0.0,36.7,73.3,80.0,66.7,83.3,0.0,6.67,0.0,50.0,10.0,13.3,0.0,0.0,0.0,43.3,6.67,6.67,3.33,0.0,0.0,3.33,3.33,6.67,100.0,30.0,3.33,0.0,0.0,3.33,10.0,0.0,3.33,43.3,30.0,3.33,10.0,33.3,50.0,410.0,300.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,3.33,0.0,FW,300000000.0,659,659
659,Thomas Delaine,FRA,1.0,Metz,Ligue 1,30.0,29.0,26.0,2316.0,0.04,0.7,0.19,27.8,0.06,25.6,0.0,0.0,0.0,33.7,74.4,88.7,78.5,37.3,0.08,0.93,0.62,45.4,0.54,5.06,1.17,3.54,0.04,19.6,15.1,1.87,1.91,0.08,1.32,0.58,0.27,0.7,47.4,13.5,1.01,0.23,0.04,1.63,3.81,1.98,15.8,27.1,17.9,1.01,2.18,46.4,33.8,207.3,142.8,1.28,33.8,87.0,0.16,0.0,0.0,0.97,0.62,0.04,3.54,0.0,0.0,0.27,0.86,24.1,,150000000.0,660,660
660,Thomas Delaney,DEN,2.0,Dortmund,Bundesliga,30.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,73.3,87.5,60.0,0.0,0.0,0.0,0.0,75.0,0.0,5.0,0.0,0.0,0.0,40.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,55.0,15.0,0.0,0.0,0.0,45.0,100.0,50.0,5.0,45.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300000000.0,661,661
661,Thomas Delaney,DEN,2.0,Sevilla,La Liga,30.0,26.0,15.0,1549.0,0.12,0.99,0.29,29.4,0.12,11.8,0.0,0.0,0.0,36.7,78.9,87.6,82.1,63.6,0.06,0.47,0.12,46.6,0.7,9.59,1.51,0.64,0.0,32.8,7.62,1.45,0.87,0.12,1.1,1.22,0.17,0.52,37.5,15.5,1.74,0.76,0.0,1.22,3.72,3.31,15.5,33.2,9.94,0.35,0.52,66.7,33.1,127.3,58.0,0.76,37.3,90.9,0.23,0.06,0.06,1.51,1.51,0.06,0.64,0.0,0.0,3.9,2.03,65.7,,300000000.0,662,662
662,Liam Delap,ENG,3.0,Manchester City,Premier League,19.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,10.0,33.3,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,663,663
663,Sacha Delaye,FRA,2.0,Montpellier,Ligue 1,20.0,11.0,3.0,262.0,0.0,1.03,0.0,0.0,0.0,20.2,0.0,0.0,0.0,23.4,75.6,83.0,73.9,50.0,0.34,1.38,0.34,31.0,0.34,5.86,1.72,2.41,0.0,2.41,25.9,1.72,2.07,0.69,0.69,0.69,1.03,1.03,33.3,27.9,0.34,0.0,0.0,0.69,3.1,1.03,10.7,16.9,16.6,0.34,1.03,33.3,27.6,107.9,57.9,0.69,26.2,81.7,0.0,0.0,0.0,1.38,0.34,0.0,2.41,0.0,0.0,0.69,2.76,20.0,FW,0.0,664,664
664,Filippo Delli Carri,ITA,1.0,Salernitana,Serie A,23.0,5.0,3.0,334.0,0.0,1.08,0.54,50.0,0.0,14.3,0.0,0.0,0.0,23.2,71.7,83.3,76.0,42.9,0.0,0.27,0.27,32.4,1.08,4.86,0.27,0.81,0.0,2.43,22.7,1.35,0.81,0.0,2.43,0.54,0.0,1.89,50.0,17.8,2.7,0.81,0.0,1.89,4.86,7.57,24.1,15.9,7.84,0.27,0.54,50.0,22.4,91.1,50.5,0.27,21.6,92.0,0.27,0.0,0.0,0.54,0.81,0.0,0.81,0.0,0.0,0.81,0.81,50.0,,0.0,665,665
665,Andy Delort,ALG,3.0,Nice,Ligue 1,30.0,32.0,26.0,2448.0,0.59,3.6,1.36,37.8,0.13,16.3,0.26,0.11,0.11,15.4,61.3,70.2,59.2,46.8,0.07,1.03,0.33,25.2,0.04,7.46,0.77,1.8,0.0,1.47,17.5,1.18,2.46,0.37,0.11,0.26,0.18,0.18,35.7,12.4,0.66,0.15,0.0,0.48,1.03,0.77,2.43,14.5,20.7,0.55,1.47,37.5,20.0,70.9,29.0,1.43,27.9,61.8,0.11,0.0,0.0,1.4,1.8,0.55,1.8,0.0,0.0,3.2,4.19,43.3,,1000000000.0,666,666
666,Andy Delort,ALG,3.0,Montpellier,Ligue 1,30.0,3.0,3.0,269.0,0.67,4.67,1.67,35.7,0.14,15.9,0.0,0.0,0.0,18.7,58.3,69.8,60.0,61.5,0.33,2.0,0.67,32.0,0.0,5.67,1.67,2.67,0.67,1.0,26.0,3.0,4.0,0.33,0.33,0.0,0.33,0.0,0.0,8.67,1.0,0.0,0.0,0.0,0.67,2.0,4.67,15.7,25.7,0.0,0.0,0.0,20.0,61.3,14.3,2.0,32.7,56.0,0.0,0.0,0.0,2.0,1.0,0.0,2.67,0.0,0.0,2.0,3.0,40.0,,1000000000.0,667,667
667,Fabian Delph,ENG,2.0,Everton,Premier League,32.0,11.0,8.0,662.0,0.0,0.27,0.0,0.0,0.0,25.5,0.0,0.0,0.0,35.5,85.4,94.4,85.5,77.4,0.0,0.27,0.0,41.6,0.54,8.51,1.35,0.14,0.0,28.1,11.2,0.81,0.68,0.0,1.08,1.22,0.27,0.81,27.3,17.2,1.76,0.68,0.0,2.57,5.14,3.11,14.2,32.7,7.3,0.81,0.95,85.7,33.8,136.9,51.6,0.27,30.8,95.4,0.27,0.0,0.0,1.49,0.95,0.0,0.14,0.0,0.0,0.68,0.68,50.0,,0.0,668,668
668,Moussa Dembélé,FRA,3.0,Lyon,Ligue 1,25.0,30.0,25.0,2207.0,0.86,3.43,1.51,44.0,0.19,12.0,0.0,0.2,0.2,12.6,69.5,75.6,69.4,42.9,0.16,0.29,0.04,18.1,0.08,5.96,0.2,0.33,0.0,2.78,12.1,1.1,2.65,0.61,0.08,0.2,0.41,0.2,41.7,12.9,0.98,0.16,0.0,0.33,1.02,1.18,2.9,13.2,18.1,1.1,2.0,55.1,18.4,68.3,34.9,1.76,23.1,55.1,0.24,0.0,0.0,1.18,0.82,0.41,0.33,0.0,0.0,2.73,2.65,50.8,,1500000000.0,669,669
669,Ousmane Dembélé,FRA,3.0,Barcelona,La Liga,25.0,21.0,15.0,1409.0,0.06,3.12,0.57,18.4,0.02,19.8,0.13,0.0,0.0,38.7,74.1,86.8,75.7,49.2,0.83,2.68,0.83,52.3,0.57,5.48,2.55,6.11,2.99,22.9,27.6,1.72,5.22,1.02,0.51,0.7,0.45,0.51,34.8,15.2,0.7,0.0,0.0,0.83,2.48,0.32,3.76,24.6,45.3,3.63,5.8,62.6,54.5,381.8,252.2,1.53,52.5,85.5,0.19,0.0,0.0,0.7,1.72,0.25,6.11,0.0,0.0,0.32,0.51,38.5,,6000000000.0,670,670
670,Yusuf Demir,AUT,3.0,Barcelona,La Liga,18.0,6.0,2.0,192.0,0.0,0.48,0.0,0.0,0.0,12.0,0.0,0.0,0.0,36.7,90.6,94.5,86.4,50.0,0.0,0.95,0.0,40.5,0.95,8.57,0.0,0.48,2.38,34.3,2.38,0.95,2.38,0.0,0.95,0.0,0.0,0.0,0.0,18.6,2.38,0.0,0.0,0.0,0.95,0.95,6.67,18.1,32.4,2.38,4.76,50.0,41.0,151.0,83.8,3.33,36.7,81.1,0.0,0.0,0.0,0.48,1.9,0.0,0.48,0.0,0.0,0.48,0.95,33.3,,600000000.0,671,671
671,Merih Demiral,TUR,1.0,Atalanta,Serie A,24.0,28.0,22.0,1917.0,0.05,1.17,0.28,24.0,0.04,9.0,0.0,0.0,0.0,33.0,87.3,88.4,91.6,79.4,0.09,0.05,0.0,37.8,2.3,3.99,0.85,0.05,0.0,4.79,28.5,0.47,0.38,0.14,1.08,0.7,0.09,0.52,55.0,16.2,1.92,0.7,0.05,2.58,4.46,6.9,27.0,22.0,2.86,0.09,0.19,50.0,24.4,154.7,50.8,0.23,25.8,96.3,0.38,0.0,0.0,1.31,0.75,0.14,0.05,0.05,0.0,4.6,1.78,72.1,,2500000000.0,672,672
672,Kerem Demirbay,GER,2.0,Leverkusen,Bundesliga,28.0,29.0,23.0,2049.0,0.04,1.58,0.48,30.6,0.0,24.6,0.26,0.04,0.09,47.0,76.5,85.7,84.3,59.6,0.18,1.27,0.18,61.4,3.03,9.3,5.09,1.18,5.09,48.4,10.4,2.19,2.94,0.48,1.27,1.23,0.09,0.92,39.6,19.3,1.71,0.44,0.0,2.24,4.82,3.33,18.5,40.8,19.3,1.27,1.97,64.4,47.2,260.7,126.7,1.1,46.4,91.7,0.44,0.0,0.0,1.62,1.4,0.13,1.18,0.0,0.0,0.57,0.96,37.1,,900000000.0,673,673
673,Ermedin Demirovi?,BIH,3.0,Freiburg,Bundesliga,24.0,31.0,9.0,871.0,0.21,2.68,0.93,34.6,0.08,12.7,0.0,0.0,0.0,11.6,64.6,71.7,64.3,54.5,0.31,0.41,0.21,18.0,0.1,6.7,0.1,0.82,0.0,1.75,12.5,0.72,1.86,0.62,0.62,0.21,0.72,0.1,11.1,23.9,2.16,0.31,0.0,0.31,1.86,0.82,3.81,11.5,18.4,1.03,2.27,45.5,19.2,83.8,38.6,2.27,20.5,50.6,0.41,0.0,0.0,3.09,0.82,1.24,0.82,0.0,0.0,2.06,5.57,27.0,MF,0.0,674,674
674,Diego Demme,GER,2.0,Napoli,Serie A,30.0,19.0,7.0,692.0,0.13,0.26,0.13,50.0,0.5,13.0,0.0,0.0,0.0,70.3,90.2,94.1,92.6,66.7,0.0,0.78,0.26,77.9,0.91,11.3,1.17,0.78,0.0,10.6,64.9,1.69,2.34,0.13,1.04,0.91,0.52,1.43,42.3,28.7,1.82,0.26,0.0,1.56,4.03,2.6,23.9,51.8,16.2,0.39,0.52,75.0,62.1,262.5,125.5,1.3,67.3,96.8,0.52,0.0,0.0,3.51,1.43,0.0,0.78,0.0,0.0,0.78,0.52,60.0,,400000000.0,675,675
675,Jason Denayer,BEL,1.0,Lyon,Ligue 1,26.0,15.0,12.0,1002.0,0.27,0.54,0.36,66.7,0.5,6.8,0.0,0.0,0.0,62.9,94.5,96.2,96.6,86.8,0.0,0.0,0.0,66.6,1.98,5.14,1.98,0.09,0.0,2.88,60.2,0.63,0.27,0.0,0.72,0.27,0.0,0.54,75.0,7.03,1.89,0.9,0.09,1.62,2.61,11.0,43.4,35.6,1.08,0.09,0.27,33.3,52.0,218.9,100.5,0.18,57.0,97.8,0.18,0.0,0.0,0.72,0.45,0.0,0.09,0.09,0.0,1.62,1.89,46.2,,0.0,676,676
676,Leander Dendoncker,BEL,2.0,Wolves,Premier League,27.0,30.0,21.0,1950.0,0.09,1.06,0.46,43.5,0.09,15.2,0.0,0.0,0.0,32.7,87.3,87.8,91.6,83.0,0.09,0.18,0.0,37.4,0.46,5.9,0.55,0.41,0.0,6.31,27.3,1.2,1.29,0.37,1.11,0.92,0.05,0.83,48.6,20.4,2.17,0.51,0.0,1.11,3.18,2.81,13.3,24.9,10.6,0.32,0.65,50.0,26.5,108.0,41.8,0.37,30.0,84.8,0.18,0.0,0.0,0.92,0.28,0.0,0.41,0.0,0.0,1.84,1.75,51.3,,1700000000.0,677,677
677,Emmanuel Dennis,NGA,3.0,Watford,Premier League,24.0,33.0,30.0,2581.0,0.35,2.13,0.94,44.3,0.16,14.9,0.21,0.0,0.0,15.0,68.1,77.5,69.4,57.1,0.21,0.73,0.17,22.1,0.03,5.54,0.31,1.01,0.21,2.72,16.5,1.32,3.17,0.42,0.84,0.49,0.28,0.45,31.0,19.6,1.22,0.07,0.0,0.87,2.47,0.91,5.37,16.4,20.2,2.54,5.71,44.5,28.7,152.2,100.2,2.61,25.7,62.9,0.31,0.03,0.03,2.4,1.64,0.42,1.01,0.0,0.0,2.06,3.52,36.9,MF,1000000000.0,678,678
678,Fabio Depaoli,ITA,2.0,Sampdoria,Serie A,25.0,6.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,66.7,100.0,81.8,50.0,0.0,0.0,0.0,27.5,0.83,3.33,0.83,1.67,0.0,3.33,20.8,1.67,0.0,0.0,1.67,0.83,0.0,0.0,0.0,30.0,1.67,0.83,0.0,1.67,4.17,1.67,10.8,18.3,15.0,1.67,2.5,66.7,25.0,93.3,45.8,1.67,24.2,72.5,0.83,0.0,0.0,6.67,0.83,0.0,1.67,0.0,0.0,0.83,2.5,25.0,DF,300000000.0,679,679
679,Fabio Depaoli,ITA,1.0,Hellas Verona,Serie A,25.0,18.0,7.0,703.0,0.13,1.15,0.51,44.4,0.11,15.8,0.0,0.0,0.0,23.5,63.1,77.6,74.5,33.9,0.13,1.92,0.64,37.2,0.13,5.26,1.15,3.33,0.0,2.05,25.0,2.31,1.41,0.13,0.77,0.51,0.26,0.26,22.2,16.2,1.92,0.26,0.0,1.28,2.82,2.69,9.87,21.2,20.5,1.03,1.67,61.5,25.9,126.9,74.1,0.64,24.7,85.0,0.38,0.0,0.0,2.69,1.28,0.51,3.33,0.0,0.0,1.15,1.54,42.9,,300000000.0,680,680
680,Memphis Depay,NED,3.0,Barcelona,La Liga,28.0,28.0,20.0,1851.0,0.58,2.72,1.41,51.8,0.14,18.7,0.29,0.19,0.24,35.2,75.1,88.6,72.4,44.5,0.1,1.46,0.49,46.8,1.8,7.18,2.52,2.96,4.32,5.68,38.8,1.89,3.69,0.53,0.15,0.15,0.29,0.1,20.0,10.3,0.63,0.1,0.0,0.34,0.92,0.39,2.57,23.8,37.8,1.65,3.25,50.7,40.8,172.5,109.7,2.04,46.4,75.0,0.15,0.0,0.0,1.21,2.67,0.63,2.96,0.0,0.0,0.87,1.17,42.9,,1600000000.0,681,681
681,Mike van der Hoorn,NED,1.0,Arminia,Bundesliga,29.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,100.0,100.0,100.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,100.0,25.0,5.0,0.0,0.0,0.0,10.0,10.0,25.0,5.0,5.0,0.0,0.0,0.0,15.0,55.0,15.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,,150000000.0,682,682
682,Arthur Desmas,FRA,4.0,Clermont Foot,Ligue 1,28.0,15.0,15.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,71.7,100.0,98.3,42.2,0.0,0.0,0.0,28.6,2.21,1.03,0.41,0.0,0.0,2.21,21.6,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,27.4,30.3,0.14,0.0,0.0,0.0,0.0,13.8,56.1,30.8,0.0,12.8,100.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,0.0,683,683
683,Sergiño Dest,USA,1.0,Barcelona,La Liga,21.0,21.0,17.0,1512.0,0.0,0.71,0.18,25.0,0.0,15.6,0.0,0.0,0.0,52.4,88.0,94.6,88.8,61.1,0.18,1.01,0.24,59.5,0.77,5.71,0.89,3.33,0.0,9.52,41.6,1.07,2.32,0.18,1.31,0.6,0.24,1.13,67.9,14.1,1.55,0.24,0.0,1.01,3.15,1.55,17.0,33.0,27.2,1.85,3.51,52.5,52.7,285.6,178.5,1.96,50.8,93.2,0.12,0.0,0.0,1.01,1.61,0.06,3.33,0.0,0.0,0.65,0.83,44.0,FW,1200000000.0,684,684
684,Mattia Destro,ITA,3.0,Genoa,Serie A,31.0,27.0,21.0,1744.0,0.46,2.84,1.08,38.2,0.16,13.1,0.0,0.0,0.0,10.8,60.5,67.7,55.6,45.5,0.05,0.26,0.05,17.9,0.0,5.31,0.21,0.26,0.0,0.98,10.8,0.88,1.24,0.21,0.1,0.26,0.36,0.15,60.0,13.8,0.93,0.1,0.0,0.31,1.03,0.77,2.78,16.6,13.0,0.52,1.49,34.5,14.1,44.8,23.1,1.44,22.0,49.6,0.21,0.0,0.0,2.27,1.75,1.03,0.26,0.0,0.0,3.56,6.65,34.8,,150000000.0,685,685
685,Gerard Deulofeu,ESP,3.0,Udinese,Serie A,28.0,34.0,31.0,2616.0,0.45,2.61,1.13,43.4,0.16,17.4,0.45,0.03,0.03,26.5,69.8,82.0,80.7,43.6,0.17,2.75,0.27,38.0,2.16,5.22,1.62,3.06,4.16,2.78,34.3,1.82,4.71,0.38,0.1,0.17,0.27,0.1,12.5,16.9,0.82,0.0,0.0,0.93,1.48,0.52,3.3,18.1,33.7,1.68,3.85,43.8,36.9,230.0,161.4,2.37,35.2,70.0,0.31,0.0,0.0,0.89,1.17,1.13,3.06,0.0,0.0,0.07,1.07,6.1,MF,1300000000.0,686,686
686,Kiernan Dewsbury Hall,ENG,2.0,Leicester City,Premier League,23.0,28.0,23.0,2105.0,0.04,0.9,0.13,14.3,0.05,20.7,0.04,0.0,0.0,40.2,77.1,87.0,80.3,49.7,0.13,1.15,0.17,52.1,0.56,10.7,1.67,2.14,1.07,43.8,5.38,2.22,2.82,0.26,1.03,0.51,0.17,0.56,37.1,20.0,1.97,0.34,0.0,1.15,2.86,2.05,14.1,33.8,21.8,1.11,1.92,57.8,45.3,278.9,157.6,2.14,46.3,87.8,0.17,0.0,0.0,1.2,1.75,0.0,2.14,0.0,0.0,0.98,1.11,46.9,,0.0,687,687
687,Jacopo Dezi,ITA,2.0,Venezia,Serie A,30.0,1.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,110.0,84.6,83.3,93.3,60.0,0.0,15.0,5.0,130.0,0.0,10.0,10.0,5.0,10.0,15.0,105.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,5.0,5.0,0.0,15.0,90.0,60.0,5.0,10.0,50.0,115.0,705.0,345.0,0.0,100.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,100.0,,0.0,688,688
688,Samuel Di Carmine,ITA,3.0,Hellas Verona,Serie A,33.0,1.0,0.0,36.0,0.0,2.5,0.0,0.0,0.0,16.8,0.0,0.0,0.0,12.5,100.0,100.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,5.0,0.0,0.0,0.0,0.0,7.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,17.5,10.0,2.5,2.5,100.0,20.0,90.0,40.0,0.0,17.5,53.8,2.5,0.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,,0.0,689,689
689,Federico Di Francesco,ITA,3.0,Empoli,Serie A,27.0,26.0,17.0,1367.0,0.33,1.64,0.53,32.0,0.2,17.0,0.0,0.0,0.0,17.0,67.0,81.0,66.1,41.4,0.0,0.86,0.07,25.3,0.07,5.0,0.72,2.11,0.46,2.7,20.6,1.64,2.63,0.33,0.07,0.46,0.39,0.26,19.0,18.4,1.18,0.13,0.0,0.72,1.64,0.86,3.82,15.5,21.4,0.53,2.24,23.5,27.4,143.0,74.7,2.17,27.4,66.5,0.13,0.0,0.0,2.3,1.84,0.86,2.11,0.0,0.0,0.33,1.84,15.2,MF,150000000.0,690,690
690,Giovanni Di Lorenzo,ITA,1.0,Napoli,Serie A,28.0,33.0,33.0,2869.0,0.03,0.63,0.16,25.0,0.05,11.5,0.0,0.0,0.0,63.7,88.0,92.3,91.4,74.2,0.13,1.38,0.31,72.4,1.66,7.65,1.35,1.47,0.03,9.69,50.8,1.66,2.04,0.22,1.41,0.56,0.19,1.03,53.2,11.9,1.54,0.34,0.03,1.44,3.61,3.76,23.9,40.7,22.6,0.6,1.32,45.2,54.7,264.1,140.1,0.85,56.2,94.8,0.09,0.0,0.0,1.47,1.57,0.25,1.47,0.0,0.0,1.63,0.88,65.0,,2500000000.0,691,691
691,Ángel Di María,ARG,3.0,Paris S-G,Ligue 1,34.0,26.0,19.0,1645.0,0.27,2.79,1.2,43.1,0.1,19.2,0.05,0.0,0.0,48.9,75.9,85.9,79.0,55.8,0.38,2.62,0.55,64.4,0.71,7.65,2.4,3.55,2.68,58.5,3.77,3.88,5.19,0.71,0.44,0.77,0.44,0.66,29.3,14.6,0.87,0.0,0.0,0.98,2.62,0.71,6.23,32.6,43.7,2.02,3.33,60.7,59.3,351.8,205.5,1.48,62.2,89.3,0.11,0.0,0.0,0.66,0.87,0.38,3.55,0.0,0.0,0.05,0.05,50.0,,1000000000.0,692,692
692,Francesco Di Mariano,ITA,3.0,Venezia,Serie A,26.0,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,78.6,75.0,83.3,75.0,0.0,1.43,1.43,20.0,0.0,4.29,0.0,2.86,0.0,1.43,18.6,1.43,1.43,0.0,0.0,0.0,1.43,1.43,50.0,8.57,2.86,1.43,0.0,0.0,1.43,1.43,2.86,14.3,18.6,0.0,2.86,0.0,24.3,198.6,78.6,1.43,24.3,77.3,0.0,0.0,0.0,1.43,1.43,0.0,2.86,0.0,0.0,0.0,1.43,0.0,,0.0,693,693
693,Francesco Di Tacchio,ITA,2.0,Salernitana,Serie A,32.0,18.0,14.0,1255.0,0.0,1.01,0.07,7.1,0.0,23.4,0.07,0.0,0.0,31.2,80.8,88.3,86.2,61.8,0.0,0.58,0.0,38.6,3.02,5.11,0.79,0.22,0.0,29.9,5.32,0.79,0.65,0.0,0.5,0.72,0.07,0.65,34.6,14.2,1.8,0.65,0.0,2.59,3.88,3.38,13.0,31.1,6.62,0.36,0.72,50.0,28.4,118.1,54.0,0.72,27.0,93.5,0.22,0.0,0.0,2.16,2.01,0.0,0.22,0.0,0.07,1.29,1.37,48.6,,0.0,694,694
694,Boulaye Dia,SEN,3.0,Villarreal,La Liga,25.0,25.0,13.0,1269.0,0.35,2.62,0.78,29.7,0.14,14.1,0.0,0.0,0.0,13.8,75.9,78.5,82.1,50.0,0.35,0.21,0.0,18.2,0.0,7.02,0.14,0.5,0.0,1.7,14.0,1.06,2.27,0.5,0.21,0.28,0.21,0.07,20.0,14.9,0.78,0.07,0.0,0.64,1.35,0.28,2.98,12.9,15.1,0.92,1.63,56.5,19.4,96.1,44.0,1.77,21.8,55.8,0.21,0.0,0.0,1.63,1.35,0.5,0.5,0.0,0.0,2.27,2.77,45.1,,1400000000.0,695,695
695,Moussa Diaby,FRA,3.0,Leverkusen,Bundesliga,22.0,32.0,32.0,2760.0,0.42,1.73,0.88,50.9,0.25,16.6,0.0,0.0,0.03,24.7,74.6,81.7,80.4,60.9,0.39,1.99,0.59,33.1,0.13,5.7,1.27,2.83,0.46,23.5,8.08,1.53,3.36,0.52,0.26,0.23,0.13,0.16,13.2,11.2,0.39,0.0,0.0,0.68,1.3,0.2,3.58,21.6,22.5,1.63,3.97,41.0,36.3,203.2,117.7,1.6,33.8,73.5,0.33,0.03,0.03,1.34,0.98,0.55,2.83,0.0,0.0,0.33,0.91,26.3,MF,5000000000.0,696,696
696,Yadaly Diaby,FRA,3.0,Clermont Foot,Ligue 1,21.0,5.0,0.0,67.0,0.0,2.86,0.0,0.0,0.0,15.3,0.0,0.0,0.0,17.1,60.0,61.5,50.0,100.0,0.0,0.0,0.0,28.6,0.0,7.14,0.0,0.0,0.0,5.71,21.4,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,0.0,0.0,4.29,4.29,2.86,10.0,15.7,24.3,1.43,1.43,100.0,31.4,127.1,95.7,7.14,30.0,84.0,1.43,1.43,0.0,1.43,1.43,0.0,0.0,0.0,0.0,1.43,1.43,50.0,MF,400000.0,697,697
697,Mouctar Diakhaby,FRA,1.0,Valencia,La Liga,25.0,29.0,21.0,1948.0,0.0,0.37,0.05,12.5,0.0,10.1,0.0,0.0,0.0,25.1,77.4,82.2,87.6,62.9,0.05,0.09,0.05,32.4,1.39,4.12,1.57,0.14,0.0,3.15,25.7,0.56,0.42,0.05,1.2,0.79,0.14,0.83,69.2,11.3,2.31,0.93,0.0,2.59,4.72,8.1,24.0,20.5,2.64,0.56,0.79,70.6,23.1,140.5,71.4,0.28,20.6,96.5,0.51,0.0,0.0,1.39,0.74,0.05,0.14,0.05,0.09,2.04,1.44,58.7,,800000000.0,698,698
